1,1,Patient
2,1,Lifestyle
3,1,Prenatal
4,1,Birth
5,1,Postnatal
6,1,Dietary Habits
7,1,Baseline
8,1,Comorbidities
9,1,Signs
10,2,Timestamp
11,2,Age
12,2,Weight
13,2,Size
14,2,Waist
15,2,Body Mass Index
16,2,Blood Pressure
17,2,Fat Percentage
18,2,Heart Rate
19,2,Muscle Percentage
20,2,Visceral Fat
21,2,TANNER
22,3,Activity enjoyment
23,3,Musculoskeletal Injury
24,3,Evolution
25,3,Programmed Activity
26,3,Days per week
27,3,Minutes per seseson
28,3,Leg length
29,3,Shoe Size
30,3,Hand dominance
31,3,Basal O2 Sat Percentage
32,3,Basal HR
33,3,Basal BP
34,3,Basal disnea (BORG)
35,3,Basal Fatigue (BORG)
36,3,Gait recorded and saved
37,3,Comments
38,3,Number of laps
39,3,Distance walked
40,3,Step count
41,3,VO2 Max
42,3,6 min walk recorded
43,3,Comments
44,3,Final O2 sat
45,3,Final HR
46,3,Final BP
47,3,Final Disnea (BORG)
48,3,Final fatigue (BORG)
49,3,Dorgo Index
50,4,Glucose
51,4,Insulin
52,4,HDL
53,4,LDL
54,4,Triglycerides
55,4,ALT
56,4,AST
57,4,HOMA
58,4,LDL
59,4,HBA1C
60,5,Freq. Breakfast Week
61,5,Freq. Breakfast Weekend
62,5,Freq. Consumption of Fruit
63,5,Freq. Consumption of Vegetables
64,5,Freq. Consumption of Sweets
65,5,Freq. Consumption of Coke or Sugary Beverages
141,1,Preconsultation Timestamp
142,2,Visitation Date
143,4,Total Cholesterol
